Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
15,"Yun-Kyung Shin, Je-Cheon Jun, Jae-Hyun Im, Dong-Wook Kim, Maeng-Hyun Son, Eung-Oh Kim",Physiological Responses in Abalone Haliotis discus hannai with Different Salinity,2011,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2011.27.4.283,,570,8/11/2025 21:21,journal-article,10.9710/kjm.2011.27.4.283,1225-3480,,27,4,283,289,15,1.07,3,6,14,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201112961955098.pdf,
0,,"Haliotis planata: Peters, H.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78771329a78772538.en,,571,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78771329a78772538.en,,,,,,,0,0,0,0,5,,,
1,Manuel Quintana,"The thermal optimum for the incubation of ""red teyu"" eggs (Tupinambis rufescens: Sauria, Teiidae)",2001,Revista del Museo Argentino de Ciencias Naturales,Museo Argentino de Ciencia Naturales,https://doi.org/10.22179/revmacn.3.112,,572,8/11/2025 21:21,journal-article,10.22179/revmacn.3.112,1514-5158,,3,,77,84,1,0.04,1,1,24,,,
0,,Mimosa rufescens: IUCN SSC Global Tree Specialist Group &amp; Botanic Gardens Conservation International (BGCI),2018,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2020-2.rlts.t170267515a170267517.en,,573,8/11/2025 21:21,dataset,10.2305/iucn.uk.2020-2.rlts.t170267515a170267517.en,,,,,,,0,0,0,0,7,,,
5,"Kerry Knudsen, Jana Kocourková, Eva Hodková, Ulf Schiefelbein",A new species of Myriospora (Acarosporaceae) and a report of Myriospora rufescens from Central Europe,2021,Herzogia,Herzogia,https://doi.org/10.13158/heia.34.2.2021.327,,574,8/11/2025 21:21,journal-article,10.13158/heia.34.2.2021.327,0018-0971,,34,2,,,5,1.25,1,4,4,,,
0,"Bong Seok Kim, Yun Ho Lee, Doo Won Park","Effects of the Tagging methods on the Growth and Survival of Abalone Juvenile, Haliotis discus hannai",2002,Korean Journal of Fisheries and Aquatic Sciences,The Korean Society of Fisheries and Aquatic Science,https://doi.org/10.5657/kfas.2002.35.3.282,,575,8/11/2025 21:21,journal-article,10.5657/kfas.2002.35.3.282,0374-8111,,35,3,282,288,0,0,0,3,23,,http://ocean.kisti.re.kr/downfile/crosscheck/kofis/JAKO200224839386302.pdf,
5,"M. O’MAHONEY, G. MOUZAKITIS, J. DOYLE, G. BURNELL","A novel konjac glucomannan-xanthan gum binder for aquaculture feeds: the effect of binder configuration on formulated feed stability, feed palatability and growth performance of the Japanese abalone, Haliotis discus hannai",2011,Aquaculture Nutrition,Hindawi Limited,https://doi.org/10.1111/j.1365-2095.2010.00816.x,,576,8/11/2025 21:21,journal-article,10.1111/j.1365-2095.2010.00816.x,1353-5773,,17,4,395,407,5,0.36,1,4,14,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1365-2095.2010.00816.x,
0,,"Haliotis virginea: Evans, H.J.N. &amp; Peters, H.",2019,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78772279a78772643.en,,577,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78772279a78772643.en,,,,,,,0,0,0,0,6,,,
0,,"Haliotis mariae: Peters, H. &amp; Evans, H.J.N.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78769871a78772503.en,,578,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78769871a78772503.en,,,,,,,0,0,0,0,5,,,
3,"Eduardo Hernández-Navarro, Aldo Gutiérrez, Jorge H. Ramírez-Prado, Felipe Sánchez-Teyer, Martín Esqueda","<i>Tulostoma rufescens</i> sp. nov. from Sonora, Mexico",2018,Mycotaxon,Biodiversity Heritage Library,https://doi.org/10.5248/133.459,,579,8/11/2025 21:21,journal-article,10.5248/133.459,0093-4666,,133,3,459,471,3,0.43,1,5,7,"A new species of stalked puffball,",https://www.ingentaconnect.com/content/mtax/mt/2018/00000133/00000003/art00013,
0,N Callac,"Peer Review #2 of ""Microbial community analysis in the gills of abalones suggested possible dominance of epsilonproteobacterium in Haliotis gigantea (v0.1)""",2020,,PeerJ,https://doi.org/10.7287/peerj.9326v0.1/reviews/2,,580,8/11/2025 21:21,peer-review,10.7287/peerj.9326v0.1/reviews/2,,,,,,,0,0,0,1,5,,,
0,,Cordia rufescens: Botanic Gardens Conservation International (BGCI) &amp; IUCN SSC Global Tree Specialist Group,2018,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2019-2.rlts.t149193906a149211272.en,,581,8/11/2025 21:21,dataset,10.2305/iucn.uk.2019-2.rlts.t149193906a149211272.en,,,,,,,0,0,0,0,7,,,
0,,Homalium rufescens: Botanic Gardens Conservation International (BGCI) &amp; IUCN SSC Global Tree Specialist Group,2022,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2022-1.rlts.t34952a208458120.en,,582,8/11/2025 21:21,dataset,10.2305/iucn.uk.2022-1.rlts.t34952a208458120.en,,,,,,,0,0,0,0,3,,,
1,"Alexander More, Segundo Crespo","REGISTROS DOCUMENTADOS DEL PUERCO ESPÍN DE COLA CORTA COENDOU RUFESCENS (ERETHIZONTIDAE, RODENTIA) EN EL NOROESTE DE PERÚ",2017,The Biologist,Universidad Nacional Federico Villarreal,https://doi.org/10.24039/rtb2016142113,,583,8/11/2025 21:21,journal-article,10.24039/rtb2016142113,1994-9073,,14,2,,,1,0.13,1,2,8,"Por primera vez se reportan ocho localidades con registros documentados para el puerco espín de cola corta (Coendou rufescens) en el noroeste del Perú (regiones Piura y Lambayeque). Los registros se ubican en zonas de bosque primario, matorral montano y hábitat intervenido entre los 1700 a los 2700 msnm. Localmente, la especie es sometida a cacería o captura oportunista para uso de sus espinas en medicina tradicional, consumo de su carne, uso como mascota y para que no afecten los cultivos. A pesar de incrementar el conocimiento de la especie, existen aún vacíos de información sobre esta rara y poca conspicua especie en Perú.",https://revistas.unfv.edu.pe/rtb/article/download/113/114,
0,,Miconia rufescens: IUCN SSC Global Tree Specialist Group &amp; Botanic Gardens Conservation International (BGCI),2018,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t179315144a179315146.en,,584,8/11/2025 21:21,dataset,10.2305/iucn.uk.2020-3.rlts.t179315144a179315146.en,,,,,,,0,0,0,0,7,,,
0,"Choul Ji Park, Won Shik Nam, Myeong Seok Lee, Ji-Yun Kang, Kyung Kil Kim",Genetic control of shell color variation in the Haliotis discus hannai by mating experiments,2014,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2014.30.4.409,,585,8/11/2025 21:21,journal-article,10.9710/kjm.2014.30.4.409,1225-3480,,30,4,409,413,0,0,0,5,11,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201405557791405.pdf,
0,"Suji Kim, Kyeong Mi Kim, So Young Kang, Jung Sick Lee",Oxidative Stress Response of the Abalone Haliotis discus hannai Acute Exposed to Nickel Chloride (NiCl<sub>2</sub>),2015,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2015.31.4.285,,586,8/11/2025 21:21,journal-article,10.9710/kjm.2015.31.4.285,1225-3480,,31,4,285,290,0,0,0,4,10,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201505555186830.pdf,
29,"Dong-Wook Hyun, Joon Yong Kim, Min-Soo Kim, Na-Ri Shin, Hyun Sik Kim, June-Young Lee, Jin-Woo Bae","Actibacter haliotis sp. nov., isolated from the gut of an abalone, Haliotis discus hannai, and emended description of the genus Actibacter",2015,International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,https://doi.org/10.1099/ijs.0.067041-0,,587,8/11/2025 21:21,journal-article,10.1099/ijs.0.067041-0,1466-5026,,65,,49,55,29,2.9,4,7,10,"A novel strain, designated strain W113",https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.067041-0?crawler=true,
0,"Tea TOMLJANOVIĆ, Martina KRBAVČIĆ JAMBROŠIĆ, Natalija TOPIĆ POPOVIĆ, Ivančica STRUNJAK - PEROVIĆ, Rozelinda ČOŽ - RAKOVAC, Maria ŠPOLJAR, Daniel MATULIĆ","Environmental biology, life history traits and aquaculture of green ormer Haliotis tuberculata",2023,Journal of Central European Agriculture,Journal of Central European Agriculture,https://doi.org/10.5513/jcea01/24.3.3924,,588,8/11/2025 21:21,journal-article,10.5513/jcea01/24.3.3924,1332-9049,,24,3,643,651,0,0,0,7,2,,,
3,"Si-Woo Lee, Byeong-Hak Kim, Tae-Ik Kim, Maeng-Hyun Son","Optimum Stocking Density of 3-year-old Pacific Abalone, Haliotis discus hannai Reared in Net Cage Culture",2015,The Korean Journal of Malacology,The Malacological Society of Korea,https://doi.org/10.9710/kjm.2015.31.2.93,,589,8/11/2025 21:21,journal-article,10.9710/kjm.2015.31.2.93,1225-3480,,31,2,93,101,3,0.3,1,4,10,,http://ocean.kisti.re.kr/downfile/crosscheck/tmsk/JAKO201523047606747.pdf,
0,,"Haliotis rubiginosa: Peters, H. &amp; Woods, C.L.",2020,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2022-2.rlts.t78771575a220107536.en,,590,8/11/2025 21:21,dataset,10.2305/iucn.uk.2022-2.rlts.t78771575a220107536.en,,,,,,,0,0,0,0,5,,,
0,T Sawabe,"Peer Review #1 of ""Microbial community analysis in the gills of abalones suggested possible dominance of epsilonproteobacterium in Haliotis gigantea (v0.2)""",2020,,PeerJ,https://doi.org/10.7287/peerj.9326v0.2/reviews/1,,591,8/11/2025 21:21,peer-review,10.7287/peerj.9326v0.2/reviews/1,,,,,,,0,0,0,1,5,,,
0,,"Melomys rufescens: Wright, D., Singadan, R., Seri, L., Allison, A., Aplin, K. &amp; Helgen, K.",2016,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2016-3.rlts.t13133a22421917.en,,592,8/11/2025 21:21,dataset,10.2305/iucn.uk.2016-3.rlts.t13133a22421917.en,,,,,,,0,0,0,0,9,,,
5,"Austin Hill, M. Clay Green","Characterization of 12 polymorphic microsatellites for the Reddish Egret, Egretta rufescens",2010,Conservation Genetics Resources,Springer Science and Business Media LLC,https://doi.org/10.1007/s12686-010-9267-5,,593,8/11/2025 21:21,journal-article,10.1007/s12686-010-9267-5,1877-7252,,3,1,13,15,5,0.33,3,2,15,,http://link.springer.com/content/pdf/10.1007/s12686-010-9267-5.pdf,
0,,Abuta rufescens: IUCN SSC Global Tree Specialist Group &amp; Botanic Gardens Conservation International (BGCI),2018,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2020-3.rlts.t61805418a179307811.en,,594,8/11/2025 21:21,dataset,10.2305/iucn.uk.2020-3.rlts.t61805418a179307811.en,,,,,,,0,0,0,0,7,,,
0,,"Freziera rufescens: Sivoney Velasco, C., Fernández Fernández, D., Palacios, W.A. &amp; Román-RR, R.",2024,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2025-1.rlts.t36455a208646826.es,,595,8/11/2025 21:21,dataset,10.2305/iucn.uk.2025-1.rlts.t36455a208646826.es,,,,,,,0,0,0,0,1,,,
1,"Alan Stuart, Mike Newman",Rufous Scrub-birds Atrichornis rufescens in the Gloucester Tops of New South Wales: Findings from surveys in 2010–2016,2018,Australian Field Ornithology,"BirdLife Australia, Ltd.",https://doi.org/10.20938/afo35013020,,596,8/11/2025 21:21,journal-article,10.20938/afo35013020,,,35,,13,20,1,0.14,1,2,7,,,
0,"Charolina Larwuy, Maya Marsya Silvia Puttileihalat, Lesly Latupapua",HABITAT DAN SEBARAN TIKUS BERKANTUNG (Echymipera rufescens) DI PULAU WAMAR KABUPATEN KEPULAUAN ARU,2020,Jurnal Hutan Tropis,"Center for Journal Management and Publication, Lambung Mangkurat University",https://doi.org/10.20527/jht.v8i1.8167,,597,8/11/2025 21:21,journal-article,10.20527/jht.v8i1.8167,2337-7992,,8,1,109,109,0,0,0,3,5,"The purpose of this research was to know thehabitat and distribution of MarsupialRats (Echymipera rufescens) on Wamar Island (Wangel Village, Durjela Village, Gunung Sembilan and Back of Wamar Village)Aru Island District. The method used for Marsupial Rats was the catching of wild animals and then the animals that have been capturedin the mark and back again, while for the catching of Marsupial Rats was a tool used is a trap.Analysis of distribution of Marsupial Ratsusing Morista Index while to know the habitat of Marsupial Rats using Line Intercept (line transect) method and the printed path from the analysis to know the pattern of distributionused Morista Index. The result of the research showed that the awareness of the pattern analysis of the Marsupial Rats distribution to the four locations including Wangel Village, Durjela Village, Gunung Sembilan and Back of Wamar Village, from the pattern of horizontal distribution of Marsupial Rats that was the same as random with the index values were Wangel Village was 0.067, Durjela Village was 0.067, Gunung Sembilan village was 0,000, and Back of Wamar village was 0,000. So the pattern of distribution on Wamar Island was random with index value of 0.079. Habitat from the Marsupial Rats own were secondary dryland forest and mixed with shrubs which was his habitat while the feed frm the Marsupial Rats was Galoba, Calladium, Sweet Potato, and Bananas.",https://ppjp.ulm.ac.id/journal/index.php/jht/article/viewFile/8167/6057,
0,"Charles Thomas Parker, George M Garrity",Nomenclature Abstract for Actinomyces haliotis Hyun et al. 2014.,2014,The NamesforLife Abstracts,"NamesforLife, LLC",https://doi.org/10.1601/nm.25092,,598,8/11/2025 21:21,dataset,10.1601/nm.25092,,,,,,,0,0,0,2,11,,,
0,"Charles Thomas Parker, George M Garrity",Exemplar Abstract for Actibacter haliotis Hyun et al. 2015.,2014,The NamesforLife Abstracts,"NamesforLife, LLC",https://doi.org/10.1601/ex.26169,,599,8/11/2025 21:21,dataset,10.1601/ex.26169,,,,,,,0,0,0,2,11,,,
11,"P. Heath, G. Moss",Is size grading important for farming the abalone Haliotis iris?,2009,Aquaculture,Elsevier BV,https://doi.org/10.1016/j.aquaculture.2009.01.038,,600,8/11/2025 21:21,journal-article,10.1016/j.aquaculture.2009.01.038,0044-8486,,290,1,80,86,11,0.69,6,2,16,,https://api.elsevier.com/content/article/PII:S0044848609000970,
11,"P. Heath, G. Moss",Is size grading important for farming the abalone Haliotis iris?,2009,Aquaculture,Elsevier BV,https://doi.org/10.1016/j.aquaculture.2009.01.038,,601,8/11/2025 21:21,journal-article,10.1016/j.aquaculture.2009.01.038,0044-8486,,290,1,80,86,11,0.69,6,2,16,,https://api.elsevier.com/content/article/PII:S0044848609000970,
0,"Martin Jansen, Gunther Köhler","Reptilia, Squamata, Amphisbaenidae, Amphisbaena cegei Montero, 1997, and Reptilia, Squamata, Teiidae, Tupinambis rufescens (Günther, 1871): Vertical range extension",2010,Check List,Pensoft Publishers,https://doi.org/10.15560/6.4.503,,602,8/11/2025 21:21,journal-article,10.15560/6.4.503,1809-127X,,6,4,503,503,0,0,0,2,15,We report on records of Amphisbaena cegei and Tupinambis rufescens in the Bolivian Inter-Andean Dry Forest (Bolivia) that extend the known vertical distribution.,http://www.biotaxa.org/cl/article/viewFile/26952/24868,
0,,"Haliotis australis: Evans, H.J.N. &amp; Peters, H.",2019,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78763353a78772398.en,,603,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78763353a78772398.en,,,,,,,0,0,0,0,6,,,
1,"Aminu Muhammad, Hasnah Mohd Sirat",Potent Microbial and Tyrosinase Inhibitors from Stem Bark of <i>Bauhinia Rufescens</i> (Fabaceae),2013,Natural Product Communications,SAGE Publications,https://doi.org/10.1177/1934578x1300801025,,604,8/11/2025 21:21,journal-article,10.1177/1934578x1300801025,1934-578X,,8,10,,,1,0.08,1,2,12,"The stem bark extracts of Bauhinia rufescens Lam. (Fabaceae) yielded 6-methoxy-7-methyl-8-hydroxydibenz[ b,f]oxepin, α-amyrin acetate, β-sitosterol 3- O-β-D-xylopyranoside, 4-(2′-Hydroxyphenethyl)-5-methoxy-2-methylphenol, menisdaurin and sequoyitol. Their structures were determined using spectroscopic methods and comparisons with the literature data. For the antimicrobial assay Gram-positive and Gram-negative bacterial and fungal strains were tested, while the tyrosinase inhibition assay utilized L-DOPA as a substrate for the tyrosinase enzyme. 6-Methoxy-7-methyl-8-hydroxydibenz[ b,f]oxepin, α-amyrin acetate, β-sitosterol 3- O-β-D-xylopyranoside, menisdaurin and sequoyitol showed weak to moderate activities with minimum inhibition concentration (MIC) values in the range of 112.5–900 μg/mL against all bacterial strains, while the MIC values for the fungal strains were in the range of 28.1–450 μg/mL. In the tyrosinase inhibition assay, α-amyrin acetate was found to be moderately active against tyrosinase with an inhibition of 62% at 0.1 mg/mL. This activity was lower than that of the positive control, kojic acid (85%).",https://journals.sagepub.com/doi/pdf/10.1177/1934578X1300801025,
0,,"Haliotis iris: Evans, H.J.N. &amp; Peters, H.",2019,IUCN Red List of Threatened Species,IUCN,https://doi.org/10.2305/iucn.uk.2021-1.rlts.t78769001a78772483.en,,605,8/11/2025 21:21,dataset,10.2305/iucn.uk.2021-1.rlts.t78769001a78772483.en,,,,,,,0,0,0,0,6,,,
0,"Charles Thomas Parker, George M Garrity",Exemplar Abstract for Actinomyces haliotis Hyun et al. 2014.,2014,The NamesforLife Abstracts,"NamesforLife, LLC",https://doi.org/10.1601/ex.25092,,606,8/11/2025 21:21,dataset,10.1601/ex.25092,,,,,,,0,0,0,2,11,,,
0,"Charles Thomas Parker, George M Garrity",Exemplar Abstract for Ruegeria haliotis Cao et al. 2021.,2021,The NamesforLife Abstracts,"NamesforLife, LLC",https://doi.org/10.1601/ex.40803,,607,8/11/2025 21:21,dataset,10.1601/ex.40803,,,,,,,0,0,0,2,4,,,
0,C Liao,Shell of abalone Haliotis diversicolor supertexta can eliminate waterborne zinc biokinetically,2004,Bioresource Technology,Elsevier BV,https://doi.org/10.1016/s0960-8524(03)00182-2,,608,8/11/2025 21:21,journal-article,10.1016/s0960-8524(03)00182-2,0960-8524,,91,2,117,121,0,0,0,1,21,,https://api.elsevier.com/content/article/PII:S0960-8524(03)00182-2,
1,"Septyan Andriyanto, Nurbakti Listyanto",MANAJEMEN PEMELIHARAAN INDUK ABALON (Haliotis asinina) HASIL TANGKAPAN DARI ALAM,2010,Media Akuakultur,Agency for Marine and Fisheries Research and Development,https://doi.org/10.15578/ma.5.2.2010.162-168,,609,8/11/2025 21:21,journal-article,10.15578/ma.5.2.2010.162-168,2502-9460,,5,2,162,162,1,0.07,1,2,15,"Abalon merupakan satu jenis kekerangan yang mempunyai nilai gizi yang cukup tinggi serta kelezatan rasanya. Usaha budidaya abalon memiliki nilai ekonomis yang tinggi, namun untuk produksinya sebagian masih mengandalkan hasil tangkapan dari alam. Dalam rangka menghasilkan induk dengan tingkat produksi yang tinggi diperlukan pengetahuan terkait manajemen pemeliharaan induk terutama yang berasal dari alam. Manajemen pemeliharaan induk yang sesuai prosedur meliputi pengumpulan induk, seleksi induk, penanganan induk, pengelolaan pakan dan penyakit, serta pengelolaan air media pemeliharaan. Apabila seluruh aspek tersebut dijalankan sesuai standar dan prosedur yang ditetapkan, diharapkan akan diperoleh induk dengan tingkat produksi yang tinggi serta benih yang berkualitas, sehingga produksi tidak selalu mengandalkan dari alam.",http://ejournal-balitbang.kkp.go.id/index.php/ma/article/viewFile/1293/1183,
